id,osm_id,lat,lon
488,26306123,46.4691620,24.0546137
489,26306126,46.4691708,24.4385564
490,26306160,46.4761008,24.1443039
491,26306198,46.4782558,24.4530836
492,26306244,46.4875100,24.0977803
493,26306254,46.4810475,24.0904031
494,26306285,46.4419926,24.2672483
495,26306332,46.4875399,24.0986074
496,26306377,46.0875717,23.5888872
497,26555996,45.8067642,21.1380713
498,26556183,45.8241200,21.0833988
499,26556191,45.9685466,20.8188350
500,26556197,46.1244653,20.5940173
501,26556198,45.9685074,20.7971499
502,26556200,45.8140942,21.1056346
503,26556205,45.9685401,20.7930524
504,26556224,45.8181983,21.0965623
505,26556259,45.8753616,20.9654090
506,26556291,45.9678674,20.7485998
507,26556293,45.8752248,20.9655915
508,26556328,45.8328306,21.0397473
509,26556376,45.7700686,21.2190819
510,26556448,45.9913449,20.6909249
511,26556452,45.9671085,20.7617148
512,26556461,45.7683587,21.2208541
513,26556530,45.7821001,21.2053451
514,26556532,46.1293049,20.5462960
515,26556544,45.8326976,21.0402404
516,26556605,45.9682334,20.7667977
517,26979406,45.8829988,22.9091872
518,26979414,45.8603491,22.9281019
519,27510427,46.5734150,24.5991511
520,27510439,46.5814902,24.6093473
521,27510441,46.5846224,24.6137200
522,27510446,46.5933376,24.6255272
523,27510903,45.8377367,27.0762815
524,27511175,45.6093391,27.4428732
525,27511588,44.4722213,27.3843492
526,29119260,45.7385053,21.2382852
527,29120245,45.7644901,21.2052184
528,31013675,45.7900164,24.1644304
529,31014524,45.7932056,24.1607520
530,31014531,45.7965736,24.1591578
531,31014533,45.7990446,24.1574641
532,31014540,45.8001054,24.1572415
533,31015412,45.7947416,24.1554094
534,31015413,45.7957302,24.1577588
535,31015589,45.7824193,24.1676388
536,31015590,45.7819218,24.1666582
537,31015591,45.7846713,24.1613246
538,31015704,45.8013593,24.1569918
539,31015716,45.7987119,24.1435589
540,31015717,45.7998072,24.1443481
541,31016122,45.7812951,24.1651111
542,31016792,46.1491615,20.4771689
543,31016813,46.1517492,20.4739153
544,31016818,46.1524830,20.4729335
545,31017376,45.7771992,24.1720587
546,31017377,45.7920992,24.1396518
547,31017378,45.7925412,24.1353275
548,31017389,45.7935494,24.1198476
549,31017394,45.7928188,24.1117845
550,31017396,45.7907709,24.0969886
551,31017400,45.8109953,24.0739471
552,31017401,45.8152955,24.0736686
553,31017654,45.7761897,24.1730323
554,31017655,45.7761159,24.1727713
555,31017657,45.7868286,24.1568006
556,31018103,45.7834323,24.1637254
557,31018111,45.8002414,24.1427522
558,31018115,45.8013100,24.1434617
559,31018121,45.8077972,24.1459373
560,31018124,45.8046567,24.1494011
561,31019461,45.7861172,24.1584091
562,31019462,45.7863764,24.1578268
563,31021872,45.7763958,24.1726213
564,31022229,45.7919134,24.1391004
565,31059992,46.5333981,24.5876817
566,31060049,46.5197899,24.5273034
567,31080211,45.7591442,24.1972560
568,31080215,45.7536597,24.1998399
569,31080216,45.7521797,24.2002830
570,31080217,45.7519655,24.2003537
571,31080218,45.7495266,24.2012903
572,31080225,45.7405109,24.2071449
573,31080230,45.7339561,24.2134531
574,31080238,45.7250209,24.2244466
575,31080262,45.7014612,24.2477325
576,31080264,45.6998521,24.2486043
577,31080265,45.6991774,24.2489999
578,31080271,45.6911829,24.2540762
579,31080274,45.6866658,24.2564398
580,31080279,45.6788974,24.2601808
581,31080306,45.6640146,24.2610265
582,31080312,45.6585054,24.2644481
583,31080357,45.7002213,24.2488062
584,31080358,45.7004860,24.2491917
585,31080360,45.7007378,24.2491026
586,31080361,45.7008583,24.2486717
587,31080367,45.6990682,24.2633724
588,31080369,45.6994953,24.2645922
589,31080407,45.7152735,24.3221469
590,31080414,45.7245579,24.3351504
591,31080440,45.7258216,24.3401502
592,31080442,45.7260079,24.3431346
593,31080448,45.7273446,24.3663155
594,31080454,45.7370779,24.3804798
